1	'2.bmp'
3	'982.bmp'
5	'1641.bmp'
1	'5.bmp'
3	'991.bmp'
5	'1653.bmp'
1	'14.bmp'
3	'1020.bmp'
5	'1670.bmp'
1	'29.bmp'
3	'1028.bmp'
5	'1672.bmp'
1	'31.bmp'
8	'2065.bmp'
5	'1677.bmp'
1	'37.bmp'
3	'1062.bmp'
5	'1684.bmp'
7	'825.bmp'
3	'1066.bmp'
2	'512.bmp'
1	'40.bmp'
3	'1067.bmp'
5	'1737.bmp'
1	'46.bmp'
3	'1069.bmp'
5	'1747.bmp'
1	'57.bmp'
3	'1072.bmp'
5	'1752.bmp'
7	'1104.bmp'
3	'1092.bmp'
5	'1755.bmp'
1	'89.bmp'
3	'1095.bmp'
5	'1761.bmp'
1	'94.bmp'
8	'2208.bmp'
5	'1810.bmp'
1	'96.bmp'
3	'1109.bmp'
5	'1833.bmp'
1	'107.bmp'
8	'2272.bmp'
2	'715.bmp'
1	'135.bmp'
3	'1127.bmp'
5	'1847.bmp'
7	'1241.bmp'
3	'1128.bmp'
5	'1860.bmp'
1	'143.bmp'
3	'1134.bmp'
5	'1866.bmp'
1	'145.bmp'
3	'1150.bmp'
5	'1874.bmp'
7	'1522.bmp'
3	'1166.bmp'
5	'1879.bmp'
1	'168.bmp'
3	'1172.bmp'
5	'1896.bmp'
1	'176.bmp'
3	'1204.bmp'
2	'1016.bmp'
7	'1716.bmp'
3	'1205.bmp'
5	'1910.bmp'
1	'180.bmp'
3	'1208.bmp'
5	'1911.bmp'
1	'189.bmp'
3	'1215.bmp'
5	'1917.bmp'
1	'190.bmp'
8	'2724.bmp'
5	'1931.bmp'
1	'191.bmp'
3	'1265.bmp'
6	'217.bmp'
1	'196.bmp'
3	'1278.bmp'
5	'1948.bmp'
1	'39.bmp'
3	'1042.bmp'
5	'1693.bmp'
7	'1887.bmp'
8	'3112.bmp'
6	'937.bmp'
1	'178.bmp'
3	'1239.bmp'
5	'1940.bmp'
1	'137.bmp'
3	'1098.bmp'
5	'1902.bmp'
1	'154.bmp'
3	'1114.bmp'
5	'1846.bmp'
1	'74.bmp'
